key,scientificName,canonicalName,rank,taxonomicStatus,kingdom,phylum,class,order,family,genus,species,numDescendants,oldSpeciesCanonicalName,oldSpeciesScientificName,oldSpeciesKey,oldSpeciesTaxonomicStatus,oldSpeciesNomenclaturalStatus,oldSpeciesAuthorship,oldSpeciesPublishedIn
6970285,"Archaeophylax worthyi Leschen & Rhode, 2003",Archaeophylax worthyi,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Ulodidae,Archaeophylax,Archaeophylax worthyi,0,Waitomophylax worthyi,"Waitomophylax worthyi (Leschen & Rhode, 2002)",6970284,SYNONYM,,"(Leschen & Rhode, 2002) ",
4458616,"Mycterus curculioides (Fabricius, 1781)",Mycterus curculioides,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Mycteridae,Mycterus,Mycterus curculioides,1,Mycterus curculionides,Mycterus curculionides,8254007,SYNONYM,,,
4458616,"Mycterus curculioides (Fabricius, 1781)",Mycterus curculioides,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Mycteridae,Mycterus,Mycterus curculioides,1,Mycterus curculionoides,"Mycterus curculionoides (F., 1781)",11283422,SYNONYM,,"(F., 1781) ",
1045070,"Mycterus quadricollis Horn, 1874",Mycterus quadricollis,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Mycteridae,Mycterus,Mycterus quadricollis,0,Mycterus depressus,"Mycterus depressus Champion, 1889",1045071,SYNONYM,,"Champion, 1889",
9414997,"Megatoma atypica (Deng et al., 2017)",Megatoma atypica,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Cretomegatoma,Megatoma atypica,0,Cretomegatoma atypica,"Cretomegatoma atypica (Deng et al., 2017)",12168051,SYNONYM,,"(Deng et al., 2017) ",
1095973,"Trogoderma glabrum (Herbst, 1783)",Trogoderma glabrum,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Trogoderma,Trogoderma glabrum,1,Anthrenus niger,"Anthrenus niger Herbst, 1797",7902219,SYNONYM,,"Herbst, 1797",
1095973,"Trogoderma glabrum (Herbst, 1783)",Trogoderma glabrum,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Trogoderma,Trogoderma glabrum,1,Trogoderma fuscicornis,"Trogoderma fuscicornis Mulsant & Rey, 1868",6966884,SYNONYM,,"Mulsant & Rey, 1868",
1095973,"Trogoderma glabrum (Herbst, 1783)",Trogoderma glabrum,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Trogoderma,Trogoderma glabrum,1,Trogoderma niger,"Trogoderma niger (Herbst, 1797)",4740167,SYNONYM,,"(Herbst, 1797) ",
1095973,"Trogoderma glabrum (Herbst, 1783)",Trogoderma glabrum,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Trogoderma,Trogoderma glabrum,1,Trogoderma nigrum,"Trogoderma nigrum (Herbst, 1797)",6966883,SYNONYM,,"(Herbst, 1797) ",
1095972,"Trogoderma grassmani Beal, 1954",Trogoderma grassmani,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Trogoderma,Trogoderma grassmani,0,Trogoderma grassmani,"Trogoderma grassmani Everts, 1899",8295418,SYNONYM,,"Everts, 1899",
4427351,"Trogoderma megatomoides Reitter, 1881",Trogoderma megatomoides,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Trogoderma,Trogoderma megatomoides,0,Entomotrogus megatomoides,"Entomotrogus megatomoides (Reitter, 1881)",9451075,SYNONYM,,"(Reitter, 1881) ",
4427406,"Ctesias serra (Fabricius, 1792)",Ctesias serra,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Ctesias,Ctesias serra,1,Tiresias serra,Tiresias serra (F.),6966655,SYNONYM,,(F.) ,
4427489,"Sefrania bleusei Pic, 1899",Sefrania bleusei,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Sefrania,Sefrania bleusei,1,Fohrer bleusei,"Fohrer bleusei Pic, 1899",9267567,SYNONYM,,"Pic, 1899",
6966757,"Phradonoma tricolor (Arrow, 1915)",Phradonoma tricolor,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Phradonoma,Phradonoma tricolor,0,Trogoderma tricolor,"Trogoderma tricolor Arrow, 1915",6966758,SYNONYM,,"Arrow, 1915",
1095928,"Labrocerus concolor Sharp, 1885",Labrocerus concolor,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Labrocerus,Labrocerus concolor,0,Labrocerus simplex,"Labrocerus simplex Sharp, 1908",1095929,SYNONYM,,"Sharp, 1908",
1095926,"Labrocerus depressus (Sharp, 1908)",Labrocerus depressus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Labrocerus,Labrocerus depressus,0,Eocerus depressus,"Eocerus depressus Sharp, 1908",4998221,SYNONYM,,"Sharp, 1908",
1095915,"Labrocerus setosus Sharp, 1908",Labrocerus setosus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Labrocerus,Labrocerus setosus,0,Labrocerus affinis,"Labrocerus affinis Sharp, 1908",1095917,SYNONYM,,"Sharp, 1908",
1095915,"Labrocerus setosus Sharp, 1908",Labrocerus setosus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Labrocerus,Labrocerus setosus,0,Labrocerus pallipes,"Labrocerus pallipes Sharp, 1908",1095916,SYNONYM,,"Sharp, 1908",
1095920,"Labrocerus similaris (Sharp, 1908)",Labrocerus similaris,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Labrocerus,Labrocerus similaris,0,Argocerus similaris,"Argocerus similaris Sharp, 1908",1095921,SYNONYM,,"Sharp, 1908",
1095920,"Labrocerus similaris (Sharp, 1908)",Labrocerus similaris,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Labrocerus,Labrocerus similaris,0,Argocerus subguttatus,"Argocerus subguttatus Sharp, 1908",1095922,SYNONYM,,"Sharp, 1908",
1095918,"Labrocerus vestitus Sharp, 1908",Labrocerus vestitus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Labrocerus,Labrocerus vestitus,0,Labrocerus flavicornis,"Labrocerus flavicornis Sharp, 1908",1095919,SYNONYM,,"Sharp, 1908",
6965603,"Attagenus australis (Montrouzier, 1860)",Attagenus australis,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus australis,0,Trinodes australis,"Trinodes australis Montrouzier, 1860",6965604,SYNONYM,,"Montrouzier, 1860",
1095954,"Attagenus brunneus Faldermann, 1835",Attagenus brunneus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus brunneus,1,Attagenus elongatulus,"Attagenus elongatulus Casey, 1900",4739970,SYNONYM,,"Casey, 1900",
1095954,"Attagenus brunneus Faldermann, 1835",Attagenus brunneus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus brunneus,1,Attagenus elongatus,"Attagenus elongatus Casey, 1900",4739972,SYNONYM,,"Casey, 1900",
1095954,"Attagenus brunneus Faldermann, 1835",Attagenus brunneus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus brunneus,1,Attagenus marginicollis,"Attagenus marginicollis Küster, 1847",4739969,SYNONYM,,"Küster, 1847",
1095950,"Attagenus fasciatus (Thunberg, 1795)",Attagenus fasciatus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus fasciatus,1,Attagenus anulifer,"Attagenus anulifer Laporte de Castelnau, 1840",4739960,SYNONYM,,"Laporte de Castelnau, 1840",
1095950,"Attagenus fasciatus (Thunberg, 1795)",Attagenus fasciatus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus fasciatus,1,Attagenus gloriosae,"Attagenus gloriosae (Fabricius, 1798)",8676513,SYNONYM,,"(Fabricius, 1798) ",
1095950,"Attagenus fasciatus (Thunberg, 1795)",Attagenus fasciatus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus fasciatus,1,Attagenus gloriosus,"Attagenus gloriosus (Fabricius, 1798)",9507693,SYNONYM,,"(Fabricius, 1798) ",
4427437,"Attagenus quadrimaculatus Kraatz, 1858",Attagenus quadrimaculatus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus quadrimaculatus,0,Attagenus 4-maculatus,"Attagenus 4-maculatus Kraatz, 1858",11933811,SYNONYM,,"Kraatz, 1858",
4427468,"Attagenus trifasciatus (Fabricius, 1787)",Attagenus trifasciatus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus trifasciatus,1,Attagenus 3-fasciatus,"Attagenus 3-fasciatus (F., 1787)",11339151,SYNONYM,,"(F., 1787) ",
1095948,"Attagenus undulatus (Motschulsky, 1858)",Attagenus undulatus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus undulatus,0,Aethriostoma undulata,"Aethriostoma undulata Motschulsky, 1858",7490479,SYNONYM,,"Motschulsky, 1858",
1095958,"Attagenus unicolor (Brahm, 1790)",Attagenus unicolor,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus unicolor,6,Attagenus megatoma,"Attagenus megatoma (Fabricius, 1798)",1095960,SYNONYM,,"(Fabricius, 1798) ",
1095958,"Attagenus unicolor (Brahm, 1790)",Attagenus unicolor,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus unicolor,6,Attagenus piceus,"Attagenus piceus (Olivier, 1790)",4739974,SYNONYM,,"(Olivier, 1790) ",
6966026,"Thaumaglossa anthrenoides (Pic, 1918)",Thaumaglossa anthrenoides,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Thaumaglossa,Thaumaglossa anthrenoides,0,Pseudothaumaglossa anthrenoides,"Pseudothaumaglossa anthrenoides Pic, 1918",6966027,SYNONYM,,"Pic, 1918",
1095834,"Orphinus fulvipes (Guérin-Méneville, 1836)",Orphinus fulvipes,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Orphinus,Orphinus fulvipes,0,Cryptorhopalum brevicorne,"Cryptorhopalum brevicorne Blackburn & Sharp, 1885",4740000,SYNONYM,,"Blackburn & Sharp, 1885","Blackburn, Thomas & David Sharp. 1885. Memoirs on the Coleoptera of the Hawaiian Islands. The Scientific Transactions of the Royal Dublin Society, Series 2 3(6): 119-300."
1095834,"Orphinus fulvipes (Guérin-Méneville, 1836)",Orphinus fulvipes,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Orphinus,Orphinus fulvipes,0,Orphinus brevicorne,"Orphinus brevicorne (Sharp, 1885)",11299438,SYNONYM,,"(Sharp, 1885) ",
1095834,"Orphinus fulvipes (Guérin-Méneville, 1836)",Orphinus fulvipes,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Orphinus,Orphinus fulvipes,0,Orphinus brevicornis,"Orphinus brevicornis (Sharp, 1885)",11322123,SYNONYM,,"(Sharp, 1885) ",
1095834,"Orphinus fulvipes (Guérin-Méneville, 1836)",Orphinus fulvipes,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Orphinus,Orphinus fulvipes,0,Trogoderma fulvipes,"Trogoderma fulvipes (Guérin-Méneville, 1838)",6965792,SYNONYM,,"(Guérin-Méneville, 1838) ",
1095910,"Thorictodes heydeni Reitter, 1875",Thorictodes heydeni,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Thorictodes,Thorictodes heydeni,0,Thaumaphrastus heydeni,"Thaumaphrastus heydeni Reitter, 1875",9455947,SYNONYM,,"Reitter, 1875",
1095910,"Thorictodes heydeni Reitter, 1875",Thorictodes heydeni,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Thorictodes,Thorictodes heydeni,0,Thorictodes karanisensis,"Thorictodes karanisensis (Blaisdell, 1927)",11231652,SYNONYM,,"(Blaisdell, 1927) ",
12225501,"Megatoma alpina (Pic, 1912)",Megatoma alpina,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Megatoma,Megatoma alpina,0,Globicornis alpina,"Globicornis alpina Pic, 1912",4427338,SYNONYM,,"Pic, 1912",
4428152,"Heterocerus crinitus Kiesenwetter, 1850",Heterocerus crinitus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Heteroceridae,Heterocerus,Heterocerus crinitus,1,Augyles crinitus,"Augyles crinitus (Kiesenwetter, 1850)",4428151,SYNONYM,,"(Kiesenwetter, 1850) ",
4428122,"Heterocerus fenestratus (Thunberg, 1784)",Heterocerus fenestratus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Heteroceridae,Heterocerus,Heterocerus fenestratus,4,Heterocerus pulchellus,"Heterocerus pulchellus Kiesenwetter, 1843",11302369,SYNONYM,,"Kiesenwetter, 1843",
4718637,"Heterocerus flindersi Blackburn, 1888",Heterocerus flindersi,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Heteroceridae,Heterocerus,Heterocerus flindersi,0,Heterocerus caledoniae,"Heterocerus caledoniae Grouvelle, 1903",4718638,SYNONYM,,"Grouvelle, 1903",
4428132,"Heterocerus maritimus Guerin-Meneville, 1844",Heterocerus maritimus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Heteroceridae,Heterocerus,Heterocerus maritimus,1,Augyles britannicus,"Augyles britannicus (Kuwert, 1890)",11363809,SYNONYM,,"(Kuwert, 1890) ",
4428132,"Heterocerus maritimus Guerin-Meneville, 1844",Heterocerus maritimus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Heteroceridae,Heterocerus,Heterocerus maritimus,1,Heterocerus basalis,"Heterocerus basalis Mamitza, 1929",4428157,SYNONYM,,"Mamitza, 1929",
4428132,"Heterocerus maritimus Guerin-Meneville, 1844",Heterocerus maritimus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Heteroceridae,Heterocerus,Heterocerus maritimus,1,Heterocerus britannicus,"Heterocerus britannicus Kuwert, 1890",4428158,SYNONYM,,"Kuwert, 1890",
4428132,"Heterocerus maritimus Guerin-Meneville, 1844",Heterocerus maritimus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Heteroceridae,Heterocerus,Heterocerus maritimus,1,Heterocerus burchanensis,"Heterocerus burchanensis Schneider, 1896",4428156,SYNONYM,,"Schneider, 1896",
4428168,"Augyles aureolus (Schiödte, 1866)",Augyles aureolus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Heteroceridae,Augyles,Augyles aureolus,0,Heterocerus aureolus,"Heterocerus aureolus (Schiödte, 1866)",8068182,SYNONYM,,"(Schiödte, 1866) ",
6962539,"Pastillodes areolatus (Normand, 1940)",Pastillodes areolatus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Cybocephalidae,Pastillodes,Pastillodes areolatus,0,Cybocephalus areolatus,"Cybocephalus areolatus Normand, 1940",6962540,SYNONYM,,"Normand, 1940",
6962423,"Cybocephalus binotatus Grouvelle, 1908",Cybocephalus binotatus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Cybocephalidae,Cybocephalus,Cybocephalus binotatus,0,Cybocephalus aeneonittens,"Cybocephalus aeneonittens Champion, 1923",6962424,SYNONYM,,"Champion, 1923",
6872460,"Cybocephalus membranaceus (Reitter, 1874)",Cybocephalus membranaceus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Cybocephalidae,Cybocephalus,Cybocephalus membranaceus,0,Dissia membranaceus,"Dissia membranaceus Reitter, 1874",11393034,SYNONYM,,"Reitter, 1874",
6872479,"Cybocephalus politissimus Reitter, 1898",Cybocephalus politissimus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Cybocephalidae,Cybocephalus,Cybocephalus politissimus,2,Cybocephalus flavicapitus,"Cybocephalus flavicapitus Tian & Yu, 1994",6962374,SYNONYM,,"Tian & Yu, 1994",
6872479,"Cybocephalus politissimus Reitter, 1898",Cybocephalus politissimus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Cybocephalidae,Cybocephalus,Cybocephalus politissimus,2,Cybocephalus flavocapitis,"Cybocephalus flavocapitis Smith, 2007",5738539,SYNONYM,,"Smith, 2007",
6962360,"Cybocephalus amplus (J.R.Sahlberg, 1908)",Cybocephalus amplus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Cybocephalidae,Cybocephalus,Cybocephalus amplus,0,Dissia ampla,"Dissia ampla J.R.Sahlberg, 1908",6962361,SYNONYM,,"J.R.Sahlberg, 1908",
6962410,"Cybocephalus sublucidus (Plavilshchikov, 1935)",Cybocephalus sublucidus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Cybocephalidae,Cybocephalus,Cybocephalus sublucidus,0,Brachypterus sublucidus,"Brachypterus sublucidus Plavilshchikov, 1935",6962411,SYNONYM,,"Plavilshchikov, 1935",
11373342,"Pacicephalus gressitti (Endrödy-Younga, 1971)",Pacicephalus gressitti,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Cybocephalidae,Pacicephalus,Pacicephalus gressitti,0,Cybocephalus gressitti,"Cybocephalus gressitti Endrödy-Younga, 1971",6962572,SYNONYM,,"Endrödy-Younga, 1971",
11374706,"Amedissia argentinus (Brèthes, 1922)",Amedissia argentinus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Cybocephalidae,Amedissia,Amedissia argentinus,0,Pycnocephalus argentinus,"Pycnocephalus argentinus Brèthes, 1922",6962552,SYNONYM,,"Brèthes, 1922",
11377248,"Theticephalus aurocupreus (Reitter, 1900)",Theticephalus aurocupreus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Cybocephalidae,Theticephalus,Theticephalus aurocupreus,0,Cybocephalus aurocupreus,"Cybocephalus aurocupreus Reitter, 1900",6962436,SYNONYM,,"Reitter, 1900",
11372788,"Theticephalus decamerus (Endrödy-Younga, 1968)",Theticephalus decamerus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Cybocephalidae,Theticephalus,Theticephalus decamerus,0,Cybocephalus decamerus,"Cybocephalus decamerus Endrödy-Younga, 1968",6962345,SYNONYM,,"Endrödy-Younga, 1968",
11379488,"Theticephalus mesopotamicus (Endrödy-Younga, 1968)",Theticephalus mesopotamicus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Cybocephalidae,Theticephalus,Theticephalus mesopotamicus,0,Cybocephalus mesopatamicus,"Cybocephalus mesopatamicus Endrödy-Younga, 1968",11399559,SYNONYM,,"Endrödy-Younga, 1968",
11379488,"Theticephalus mesopotamicus (Endrödy-Younga, 1968)",Theticephalus mesopotamicus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Cybocephalidae,Theticephalus,Theticephalus mesopotamicus,0,Cybocephalus mesopotamicus,"Cybocephalus mesopotamicus Endrödy-Younga, 1968",6962430,SYNONYM,,"Endrödy-Younga, 1968",
11379488,"Theticephalus mesopotamicus (Endrödy-Younga, 1968)",Theticephalus mesopotamicus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Cybocephalidae,Theticephalus,Theticephalus mesopotamicus,0,Theticephalus mesopatamicus,"Theticephalus mesopatamicus (Endrödy-Younga, 1968)",11385835,SYNONYM,,"(Endrödy-Younga, 1968) ",
11370700,"Theticephalus nigriceps (J.R.Sahlberg, 1908)",Theticephalus nigriceps,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Cybocephalidae,Theticephalus,Theticephalus nigriceps,6,Dissia nigriceps,"Dissia nigriceps J.R.Sahlberg, 1908",11379766,SYNONYM,,"J.R.Sahlberg, 1908",
11371894,"Theticephalus salsus (Kirejtshuk, 1988)",Theticephalus salsus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Cybocephalidae,Theticephalus,Theticephalus salsus,0,Cybocephalus salsus,"Cybocephalus salsus Kirejtshuk, 1988",6962418,SYNONYM,,"Kirejtshuk, 1988",
9286732,"Cycloderma deplanatum (Heer, 1864)",Cycloderma deplanatum,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,,Critoderma,Cycloderma deplanatum,0,Critoderma deplanatum,"Critoderma deplanatum (Heer, 1864)",8517886,SYNONYM,,"(Heer, 1864) ",
1033864,"Micromalthus debilis LeConte, 1878",Micromalthus debilis,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Micromalthidae,Micromalthus,Micromalthus debilis,3,Micromalthus anansi,"Micromalthus anansi Perkovsky, 2007",8656336,SYNONYM,,"Perkovsky, 2007",
12232124,"Eurymeloe baudueri (Grenier, 1863)",Eurymeloe baudueri,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Meloidae,Eurymeloe,Eurymeloe baudueri,0,Meloe baudueri,"Meloe baudueri Grenier, 1863",4457544,SYNONYM,,"Grenier, 1863",
12245575,"Eurymeloe ganglbaueri (Apfelbeck, 1905)",Eurymeloe ganglbaueri,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Meloidae,Eurymeloe,Eurymeloe ganglbaueri,1,Meloe ganglbaueri,"Meloe ganglbaueri Apfelbeck, 1905",4457552,SYNONYM,,"Apfelbeck, 1905",
12217494,Eurymeloe mediterraneus,Eurymeloe mediterraneus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Meloidae,Eurymeloe,Eurymeloe mediterraneus,0,Meloe mediterraneus,Meloe mediterraneus J,9564862,SYNONYM,,J,
12186651,"Eurymeloe murinus (Brandt & Erichson, 1832)",Eurymeloe murinus,SPECIES,ACCEPTED,Animalia,Arthropoda,Insecta,Coleoptera,Meloidae,Eurymeloe,Eurymeloe murinus,0,Meloe murinus,"Meloe murinus Brandt & Erichson, 1832",4457532,SYNONYM,,"Brandt & Erichson, 1832",
